所管,組織,科目名,元額_億円,フリードマン根拠,残存割合,残す額_億円,削減額_億円,措置,理由
農林水産省,水産庁,水産基盤整備費,358,該当なし,0%,0,358,廃止（農業補助廃止）,農業補助金・食料自給率政策は比較優位に反し非効率。市場が資源配分を担う。
農林水産省,水産庁,海岸事業調査諸費,0,該当なし,0%,0,0,廃止（農業補助廃止）,農業補助金・食料自給率政策は比較優位に反し非効率。市場が資源配分を担う。
農林水産省,水産庁,水産基盤整備事業工事諸費,1,該当なし,0%,0,1,廃止（農業補助廃止）,農業補助金・食料自給率政策は比較優位に反し非効率。市場が資源配分を担う。
農林水産省,水産庁,漁港施設災害復旧事業費,10,該当なし,0%,0,10,廃止（農業補助廃止）,農業補助金・食料自給率政策は比較優位に反し非効率。市場が資源配分を担う。
農林水産省,水産庁,漁港施設災害関連事業費,1,該当なし,0%,0,1,廃止（農業補助廃止）,農業補助金・食料自給率政策は比較優位に反し非効率。市場が資源配分を担う。
経済産業省,経済産業本省,経済産業本省共通費,523,⑥競争促進,10%,52,471,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,経済産業本省施設費,23,⑥競争促進,10%,2,21,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,経済構造改革推進費,16,⑥競争促進,10%,2,14,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,地域経済政策推進費,7,⑥競争促進,10%,1,6,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,工業用水道事業費,20,⑥競争促進,10%,2,18,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,独立行政法人経済産業研究所運営費,25,⑥競争促進,10%,2,23,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,対外経済政策推進費,150,該当なし,10%,15,135,廃止,貿易促進の産業政策はフリードマン否定。通商交渉の外交機能は外務省へ。
経済産業省,経済産業本省,独立行政法人日本貿易振興機構運営費,266,⑥競争促進,10%,27,239,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,産業技術・環境・産業標準政策推進費,52,⑥競争促進,10%,5,47,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,登録免許税納付確認等事務費特許特別会計へ繰入,0,⑥競争促進,10%,0,0,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,国立研究開発法人産業技術総合研究所運営費,674,⑥競争促進,10%,67,607,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,国立研究開発法人新エネルギー・産業技術総合開発機構運営費,100,⑥競争促進,10%,10,90,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,独立行政法人製品評価技術基盤機構運営費,84,⑥競争促進,10%,8,76,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,情報処理・サービス・製造産業振興費,483,⑥競争促進,10%,48,435,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,独立行政法人エネルギー・金属鉱物資源機構運営費,44,⑥競争促進,10%,4,40,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,独立行政法人情報処理推進機構運営費,129,⑥競争促進,10%,13,116,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業本省,産業保安確保費,39,⑥競争促進,10%,4,35,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業局,経済産業局,156,⑥競争促進,10%,16,140,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,経済産業局,経済産業局施設費,1,⑥競争促進,10%,0,1,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,産業保安監督官署,産業保安監督官署,29,⑥競争促進,10%,3,26,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,産業保安監督官署,産業保安監督官署施設費,0,⑥競争促進,10%,0,0,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,資源エネルギー庁,資源エネルギー庁共通費,45,⑨外部効果克服,10%,4,41,廃止（特別会計繰入廃止）,エネルギー補助・FIT等は市場歪曲。原子力安全規制⑨のみ（原子力規制委に移管）。
経済産業省,資源エネルギー庁,石油石炭税財源燃料安定供給対策及エネルギー需給構造高度化対策費エネルギー対策特別会計へ繰入,2708,⑥競争促進,10%,271,2437,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,資源エネルギー庁,電源開発促進税財源電源立地対策及電源利用対策費エネルギー対策特別会計へ繰入,1517,⑥競争促進,10%,152,1365,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,資源エネルギー庁,原子力損害賠償支援対策費エネルギー対策特別会計へ繰入,715,⑥競争促進,10%,72,643,大幅縮小（独禁執行のみ）,⑥競争促進（独禁法執行）のみ正当。産業政策・補助金全廃。公取委への機能集約。
経済産業省,中小企業庁,中小企業庁共通費,21,該当なし,0%,0,21,廃止,特定企業規模への優遇はフリードマン否定。中小企業政策は競争を阻害。
経済産業省,中小企業庁,中小企業政策推進費,675,該当なし,0%,0,675,廃止,特定企業規模への優遇はフリードマン否定。中小企業政策は競争を阻害。
経済産業省,中小企業庁,独立行政法人中小企業基盤整備機構運営費,188,該当なし,0%,0,188,廃止,特定企業規模への優遇はフリードマン否定。中小企業政策は競争を阻害。
経済産業省,中小企業庁,独立行政法人中小企業基盤整備機構出資,6,該当なし,0%,0,6,廃止,特定企業規模への優遇はフリードマン否定。中小企業政策は競争を阻害。
国土交通省,国土交通本省,国土交通本省共通費,1326,⑧技術的独占対抗・⑨外部効果克服,30%,398,928,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国土交通本省施設費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,住宅対策事業費,5,該当なし,0%,0,5,廃止,住宅補助・整備は市場に任せる。低所得者の住宅はNITで対応。
国土交通省,国土交通本省,住宅対策諸費,384,該当なし,0%,0,384,廃止,住宅補助・整備は市場に任せる。低所得者の住宅はNITで対応。
国土交通省,国土交通本省,住宅市場整備推進費,38,該当なし,0%,0,38,廃止,住宅補助・整備は市場に任せる。低所得者の住宅はNITで対応。
国土交通省,国土交通本省,総合的バリアフリー推進費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,海洋環境対策費,4,⑧技術的独占対抗・⑨外部効果克服,30%,1,3,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,港湾環境整備事業費,10,⑧技術的独占対抗・⑨外部効果克服,30%,3,7,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,道路環境等対策費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,道路環境改善事業費,1073,⑧技術的独占対抗・⑨外部効果克服,30%,322,751,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,水資源対策費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,水資源開発事業費,117,⑧技術的独占対抗・⑨外部効果克服,30%,35,82,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,緑地環境対策費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国営公園等事業費,234,⑧技術的独占対抗・⑨外部効果克服,30%,70,164,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,水環境対策費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,都市水環境整備事業費,219,⑧技術的独占対抗・⑨外部効果克服,30%,66,153,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,上下水道一体効率化・基盤強化推進事業費,65,⑧技術的独占対抗・⑨外部効果克服,30%,20,45,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,水道施設整備費,101,⑧技術的独占対抗・⑨外部効果克服,30%,30,71,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,下水道事業費,107,⑧技術的独占対抗・⑨外部効果克服,30%,32,75,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,地球温暖化防止等対策費,39,⑧技術的独占対抗・⑨外部効果克服,30%,12,27,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,災害情報整備推進費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,住宅・市街地防災対策費,0,該当なし,0%,0,0,廃止,住宅補助・整備は市場に任せる。低所得者の住宅はNITで対応。
国土交通省,国土交通本省,市街地防災事業費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,住宅防災事業費,1169,該当なし,0%,0,1169,廃止,住宅補助・整備は市場に任せる。低所得者の住宅はNITで対応。
国土交通省,国土交通本省,都市公園防災事業費,4,⑧技術的独占対抗・⑨外部効果克服,30%,1,3,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,下水道防災事業費,1202,⑧技術的独占対抗・⑨外部効果克服,30%,361,841,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,水害・土砂災害対策費,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,河川管理施設整備費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,河川整備事業費,4622,⑨外部効果克服,80%,3698,924,維持（縮小）,⑨洪水・治水は典型的外部効果。下流域への被害防止は政府の正当機能。
国土交通省,国土交通本省,多目的ダム建設事業費,821,⑧技術的独占対抗・⑨外部効果克服,30%,246,575,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,総合流域防災事業費,68,⑧技術的独占対抗・⑨外部効果克服,30%,20,48,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,砂防事業費,1199,⑨外部効果克服,80%,959,240,維持（縮小）,⑨土砂災害防止の外部効果。
国土交通省,国土交通本省,防災・減災対策等強化事業推進費,139,⑧技術的独占対抗・⑨外部効果克服,30%,42,97,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,海岸事業費,288,⑧技術的独占対抗・⑨外部効果克服,30%,86,202,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,公共交通等安全対策費,17,⑧技術的独占対抗・⑨外部効果克服,30%,5,12,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,独立行政法人航空大学校運営費,24,⑧技術的独占対抗・⑨外部効果克服,30%,7,17,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,鉄道安全対策事業費,55,⑧技術的独占対抗・⑨外部効果克服,30%,16,39,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,道路交通安全対策費,2,⑧技術的独占対抗・⑨外部効果克服,40%,1,1,縮小,⑧⑨道路安全基準設定・執行は正当。新規道路建設は受益者負担（有料道路）原則。
国土交通省,国土交通本省,道路交通安全対策事業費,9168,⑧技術的独占対抗・⑨外部効果克服,40%,3667,5501,縮小,⑧⑨道路安全基準設定・執行は正当。新規道路建設は受益者負担（有料道路）原則。
国土交通省,国土交通本省,総合的物流体系整備推進費,4,⑧技術的独占対抗・⑨外部効果克服,30%,1,3,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,港湾事業費,1889,⑧技術的独占対抗・⑨外部効果克服,30%,567,1322,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,景観形成推進費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,地域連携道路事業費,5283,該当なし,0%,0,5283,廃止,地方道路は地方政府・有料化・民営化で対応。
国土交通省,国土交通本省,整備新幹線建設推進高度化等事業費,16,該当なし,0%,0,16,廃止（民営化）,新幹線建設は民間（JR各社）が採算で判断。政府補助は不要。
国土交通省,国土交通本省,整備新幹線整備事業費,804,該当なし,0%,0,804,廃止（民営化）,新幹線建設は民間（JR各社）が採算で判断。政府補助は不要。
国土交通省,国土交通本省,航空機燃料税財源空港整備事業費自動車安全特別会計へ繰入,309,⑧技術的独占対抗・⑨外部効果克服,30%,93,216,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,航空機燃料税財源北海道空港整備事業費自動車安全特別会計へ繰入,78,⑧技術的独占対抗・⑨外部効果克服,30%,23,55,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,航空機燃料税財源離島空港整備事業費自動車安全特別会計へ繰入,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,都市・地域づくり推進費,19,⑧技術的独占対抗・⑨外部効果克服,30%,6,13,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,都市再生・地域再生整備事業費,1017,⑧技術的独占対抗・⑨外部効果克服,30%,305,712,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,鉄道網整備推進費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,鉄道網整備事業費,176,⑧技術的独占対抗・⑨外部効果克服,30%,53,123,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,地域公共交通維持・活性化推進費,205,⑧技術的独占対抗・⑨外部効果克服,30%,62,143,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,独立行政法人鉄道建設・運輸施設整備支援機構運営費,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,都市・地域交通整備事業費,10,⑧技術的独占対抗・⑨外部効果克服,30%,3,7,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,道路交通円滑化推進費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,道路交通円滑化事業費,1912,⑧技術的独占対抗・⑨外部効果克服,30%,574,1338,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,社会資本整備・管理効率化推進費,10,⑧技術的独占対抗・⑨外部効果克服,30%,3,7,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,不動産市場整備等推進費,42,⑧技術的独占対抗・⑨外部効果克服,30%,13,29,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,建設市場整備推進費,8,⑧技術的独占対抗・⑨外部効果克服,30%,2,6,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国土交通統計調査費,10,⑧技術的独占対抗・⑨外部効果克服,30%,3,7,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国土調査費,35,⑧技術的独占対抗・⑨外部効果克服,30%,10,25,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,社会資本整備円滑化地籍整備事業費,18,⑧技術的独占対抗・⑨外部効果克服,30%,5,13,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,自動車運送業市場環境整備推進費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,海事産業市場整備等推進費,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,独立行政法人海技教育機構運営費,63,⑧技術的独占対抗・⑨外部効果克服,30%,19,44,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国土形成推進費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,社会資本総合整備事業費,12191,該当なし,0%,0,12191,廃止（受益者負担へ）,道路・港湾等のインフラは民営化・有料化・受益者負担原則。一般財源からの支出廃止。
国土交通省,国土交通本省,官民連携基盤整備推進調査費,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,地理空間情報整備・活用推進費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,離島振興費,45,⑨外部効果克服,30%,14,31,大幅縮小,⑨一部（国防上の必要性・通信インフラ）のみ。生活補助は廃止。
国土交通省,国土交通本省,離島振興事業費,555,⑨外部効果克服,30%,166,389,大幅縮小,⑨一部（国防上の必要性・通信インフラ）のみ。生活補助は廃止。
国土交通省,国土交通本省,北海道総合開発推進費,17,⑧技術的独占対抗・⑨外部効果克服,30%,5,12,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,北海道開発事業費,5136,該当なし,0%,0,5136,廃止,特定地域への開発補助はフリードマン否定。市場による資源配分が優先。
国土交通省,国土交通本省,北海道特定特別総合開発事業推進費,43,⑧技術的独占対抗・⑨外部効果克服,30%,13,30,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,技術研究開発推進費,33,⑧技術的独占対抗・⑨外部効果克服,30%,10,23,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国立研究開発法人土木研究所運営費,92,⑧技術的独占対抗・⑨外部効果克服,30%,28,64,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国立研究開発法人土木研究所施設整備費,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国立研究開発法人建築研究所運営費,21,⑧技術的独占対抗・⑨外部効果克服,30%,6,15,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国立研究開発法人建築研究所施設整備費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国立研究開発法人海上・港湾・航空技術研究所運営費,56,⑧技術的独占対抗・⑨外部効果克服,30%,17,39,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国立研究開発法人海上・港湾・航空技術研究所施設整備費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,独立行政法人自動車技術総合機構運営費,8,⑧技術的独占対抗・⑨外部効果克服,30%,2,6,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,情報化推進費,6,⑧技術的独占対抗・⑨外部効果克服,30%,2,4,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,国際協力費,11,⑧技術的独占対抗・⑨外部効果克服,30%,3,8,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,官庁施設保全等推進費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,官庁営繕費,181,⑧技術的独占対抗・⑨外部効果克服,30%,54,127,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,附帯・受託工事費,543,⑧技術的独占対抗・⑨外部効果克服,30%,163,380,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,電気事業者等工事費負担金還付金,30,⑧技術的独占対抗・⑨外部効果克服,30%,9,21,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,治水海岸事業調査諸費,2,⑨外部効果克服,80%,2,0,維持（縮小）,⑨治水は外部効果。
国土交通省,国土交通本省,道路整備事業調査諸費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,港湾事業調査諸費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,都市開発事業調査諸費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,都市水環境整備事業調査諸費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,住宅建設事業調査諸費,1,該当なし,0%,0,1,廃止,住宅補助・整備は市場に任せる。低所得者の住宅はNITで対応。
国土交通省,国土交通本省,国営公園等事業調査諸費,0,⑧技術的独占対抗・⑨外部効果克服,30%,0,0,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,上下水道事業調査諸費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,河川等災害復旧事業費,234,⑧技術的独占対抗・⑨外部効果克服,30%,70,164,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,住宅施設災害復旧事業費,1,該当なし,0%,0,1,廃止,住宅補助・整備は市場に任せる。低所得者の住宅はNITで対応。
国土交通省,国土交通本省,鉄道施設災害復旧事業費,10,⑧技術的独占対抗・⑨外部効果克服,30%,3,7,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,河川等災害関連事業費,179,⑧技術的独占対抗・⑨外部効果克服,30%,54,125,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土交通本省,自動車重量税業務取扱費自動車安全特別会計へ繰入,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土技術政策総合研究所,国土技術政策総合研究所共通費,34,⑧技術的独占対抗・⑨外部効果克服,30%,10,24,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土技術政策総合研究所,国土技術政策総合研究所施設費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土技術政策総合研究所,技術研究開発推進費,4,⑧技術的独占対抗・⑨外部効果克服,30%,1,3,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土技術政策総合研究所,治水海岸事業工事諸費,6,⑨外部効果克服,80%,5,1,維持（縮小）,⑨治水は外部効果。
国土交通省,国土技術政策総合研究所,道路整備事業工事諸費,5,⑧技術的独占対抗・⑨外部効果克服,30%,2,3,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
国土交通省,国土技術政策総合研究所,港湾空港整備事業工事諸費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ。補助金・特定地域優遇は廃止。
