所管,組織,項名,目名,元額_億円,フリードマン根拠,残存割合,残す額_億円,削減額_億円,措置,理由
国土交通省,地方整備局,道路整備事業工事諸費,工事雑費,117,⑧技術的独占対抗・⑨外部効果克服,30%,35,82,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,道路整備事業工事諸費,公共施設等維持管理運営費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,道路整備事業工事諸費,自動車重量税,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,道路整備事業工事諸費,用地事務委託費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,道路整備事業工事諸費,国家公務員共済組合負担金,102,⑧技術的独占対抗・⑨外部効果克服,30%,31,71,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,道路整備事業工事諸費,国有資産所在市町村交付金,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,道路整備事業工事諸費,賠償償還及払戻金,5,⑧技術的独占対抗・⑨外部効果克服,30%,2,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,職員基本給,68,⑧技術的独占対抗・⑨外部効果克服,30%,20,48,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,職員諸手当,37,⑧技術的独占対抗・⑨外部効果克服,30%,11,26,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,超過勤務手当,7,⑧技術的独占対抗・⑨外部効果克服,30%,2,5,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,休職者給与,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,短時間勤務職員給与,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,公務災害補償費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,退職手当,9,⑧技術的独占対抗・⑨外部効果克服,30%,3,6,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,児童手当,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,職員旅費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,工事施行旅費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,赴任旅費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,庁費,8,⑧技術的独占対抗・⑨外部効果克服,30%,2,6,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,情報処理業務庁費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,車両費,4,⑧技術的独占対抗・⑨外部効果克服,30%,1,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,広報費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,工事雑費,23,⑧技術的独占対抗・⑨外部効果克服,30%,7,16,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,港湾空港整備事業工事諸費,国家公務員共済組合負担金,26,⑧技術的独占対抗・⑨外部効果克服,30%,8,18,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,職員基本給,21,⑧技術的独占対抗・⑨外部効果克服,30%,6,15,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,職員諸手当,10,⑧技術的独占対抗・⑨外部効果克服,30%,3,7,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,超過勤務手当,4,⑧技術的独占対抗・⑨外部効果克服,30%,1,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,休職者給与,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,退職手当,4,⑧技術的独占対抗・⑨外部効果克服,30%,1,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,庁費,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,情報処理業務庁費,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,車両費,6,⑧技術的独占対抗・⑨外部効果克服,30%,2,4,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,広報費,5,⑧技術的独占対抗・⑨外部効果克服,30%,2,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,電子計算機借料,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,工事雑費,21,⑧技術的独占対抗・⑨外部効果克服,30%,6,15,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,都市環境整備事業工事諸費,国家公務員共済組合負担金,9,⑧技術的独占対抗・⑨外部効果克服,30%,3,6,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,国営公園等事業工事諸費,職員基本給,6,⑧技術的独占対抗・⑨外部効果克服,30%,2,4,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,国営公園等事業工事諸費,職員諸手当,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,国営公園等事業工事諸費,超過勤務手当,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,国営公園等事業工事諸費,退職手当,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,国営公園等事業工事諸費,車両費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,国営公園等事業工事諸費,工事雑費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,国営公園等事業工事諸費,国家公務員共済組合負担金,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,河川等災害復旧事業等工事諸費,超過勤務手当,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,河川等災害復旧事業等工事諸費,工事雑費,7,⑧技術的独占対抗・⑨外部効果克服,30%,2,5,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方整備局,河川等災害復旧事業等工事諸費,精算還付金,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道開発局共通費,職員基本給,59,該当なし,0%,0,59,廃止,特定地域への開発補助廃止
国土交通省,北海道開発局,北海道開発局共通費,職員諸手当,35,該当なし,0%,0,35,廃止,特定地域への開発補助廃止
国土交通省,北海道開発局,北海道開発局共通費,超過勤務手当,4,該当なし,0%,0,4,廃止,特定地域への開発補助廃止
国土交通省,北海道開発局,北海道開発局共通費,非常勤職員手当,1,該当なし,0%,0,1,廃止,特定地域への開発補助廃止
国土交通省,北海道開発局,北海道開発局共通費,短時間勤務職員給与,2,該当なし,0%,0,2,廃止,特定地域への開発補助廃止
国土交通省,北海道開発局,北海道開発局共通費,児童手当,1,該当なし,0%,0,1,廃止,特定地域への開発補助廃止
国土交通省,北海道開発局,北海道開発局共通費,庁費,3,該当なし,0%,0,3,廃止,特定地域への開発補助廃止
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,職員基本給,31,⑨外部効果克服,80%,25,6,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,職員諸手当,18,⑨外部効果克服,80%,14,4,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,超過勤務手当,3,⑨外部効果克服,80%,2,1,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,短時間勤務職員給与,2,⑨外部効果克服,80%,2,0,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,退職手当,3,⑨外部効果克服,80%,2,1,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,職員旅費,1,⑨外部効果克服,80%,1,0,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,赴任旅費,1,⑨外部効果克服,80%,1,0,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,情報処理業務庁費,1,⑨外部効果克服,80%,1,0,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,車両費,4,⑨外部効果克服,80%,3,1,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,広報費,1,⑨外部効果克服,80%,1,0,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,電子計算機借料,1,⑨外部効果克服,80%,1,0,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,工事雑費,15,⑨外部効果克服,80%,12,3,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,国家公務員共済組合負担金,11,⑨外部効果克服,80%,9,2,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道治水海岸事業工事諸費,国有資産所在市町村交付金,2,⑨外部効果克服,80%,2,0,維持（縮小）,⑨治水
国土交通省,北海道開発局,北海道道路整備事業工事諸費,職員基本給,56,⑧技術的独占対抗・⑨外部効果克服,30%,17,39,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,職員諸手当,33,⑧技術的独占対抗・⑨外部効果克服,30%,10,23,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,超過勤務手当,5,⑧技術的独占対抗・⑨外部効果克服,30%,2,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,短時間勤務職員給与,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,退職手当,9,⑧技術的独占対抗・⑨外部効果克服,30%,3,6,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,児童手当,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,職員旅費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,工事施行旅費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,赴任旅費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,庁費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,情報処理業務庁費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,車両費,7,⑧技術的独占対抗・⑨外部効果克服,30%,2,5,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,広報費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,電子計算機借料,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,工事雑費,24,⑧技術的独占対抗・⑨外部効果克服,30%,7,17,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,自動車重量税,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道道路整備事業工事諸費,国家公務員共済組合負担金,21,⑧技術的独占対抗・⑨外部効果克服,30%,6,15,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道港湾空港整備事業工事諸費,職員基本給,8,⑧技術的独占対抗・⑨外部効果克服,30%,2,6,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道港湾空港整備事業工事諸費,職員諸手当,5,⑧技術的独占対抗・⑨外部効果克服,30%,2,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道港湾空港整備事業工事諸費,超過勤務手当,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道港湾空港整備事業工事諸費,短時間勤務職員給与,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道港湾空港整備事業工事諸費,退職手当,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道港湾空港整備事業工事諸費,庁費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道港湾空港整備事業工事諸費,車両費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道港湾空港整備事業工事諸費,工事雑費,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道港湾空港整備事業工事諸費,国家公務員共済組合負担金,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道都市環境整備事業工事諸費,職員基本給,6,⑧技術的独占対抗・⑨外部効果克服,30%,2,4,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道都市環境整備事業工事諸費,職員諸手当,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道都市環境整備事業工事諸費,超過勤務手当,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道都市環境整備事業工事諸費,車両費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道都市環境整備事業工事諸費,工事雑費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道都市環境整備事業工事諸費,国家公務員共済組合負担金,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,職員基本給,33,⑧技術的独占対抗・⑨外部効果克服,30%,10,23,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,職員諸手当,19,⑧技術的独占対抗・⑨外部効果克服,30%,6,13,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,超過勤務手当,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,短時間勤務職員給与,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,退職手当,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,職員旅費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,赴任旅費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,庁費,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,情報処理業務庁費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,車両費,5,⑧技術的独占対抗・⑨外部効果克服,30%,2,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,工事雑費,10,⑧技術的独占対抗・⑨外部効果克服,30%,3,7,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道農業農村整備事業等工事諸費,国家公務員共済組合負担金,12,⑧技術的独占対抗・⑨外部効果克服,30%,4,8,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,北海道開発局,北海道災害復旧事業等工事諸費,工事雑費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方運輸局,地方運輸局共通費,職員基本給,123,⑧技術的独占対抗・⑨外部効果克服,30%,37,86,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方運輸局,地方運輸局共通費,職員諸手当,69,⑧技術的独占対抗・⑨外部効果克服,30%,21,48,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方運輸局,地方運輸局共通費,超過勤務手当,7,⑧技術的独占対抗・⑨外部効果克服,30%,2,5,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方運輸局,地方運輸局共通費,短時間勤務職員給与,4,⑧技術的独占対抗・⑨外部効果克服,30%,1,3,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方運輸局,地方運輸局共通費,児童手当,2,⑧技術的独占対抗・⑨外部効果克服,30%,1,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方運輸局,地方運輸局共通費,庁費,15,⑧技術的独占対抗・⑨外部効果克服,30%,4,11,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方運輸局,地方運輸局共通費,情報処理業務庁費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方運輸局,地方運輸局共通費,移転費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方運輸局,地方運輸行政推進費,職員旅費,3,⑧技術的独占対抗・⑨外部効果克服,30%,1,2,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方運輸局,地方運輸行政推進費,地域公共交通維持・活性化推進調査費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方運輸局,地方運輸行政推進費,公共交通等安全対策調査費,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方航空局,地方航空局共通費,職員基本給,14,⑧技術的独占対抗・⑨外部効果克服,30%,4,10,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方航空局,地方航空局共通費,職員諸手当,8,⑧技術的独占対抗・⑨外部効果克服,30%,2,6,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,地方航空局,地方航空局共通費,超過勤務手当,1,⑧技術的独占対抗・⑨外部効果克服,30%,0,1,大幅縮小,⑧⑨インフラ規制・防災のみ
国土交通省,観光庁,観光庁共通費,職員基本給,11,該当なし,0%,0,11,廃止,観光振興は産業政策
国土交通省,観光庁,観光庁共通費,職員諸手当,6,該当なし,0%,0,6,廃止,観光振興は産業政策
国土交通省,観光庁,観光庁共通費,超過勤務手当,3,該当なし,0%,0,3,廃止,観光振興は産業政策
国土交通省,観光庁,観光庁共通費,非常勤職員手当,1,該当なし,0%,0,1,廃止,観光振興は産業政策
国土交通省,観光庁,観光庁共通費,庁費,1,該当なし,0%,0,1,廃止,観光振興は産業政策
国土交通省,観光庁,観光振興費,外国人旅行者訪日促進対策庁費,4,該当なし,0%,0,4,廃止,観光振興は産業政策
国土交通省,観光庁,観光振興費,観光振興調査費,13,該当なし,0%,0,13,廃止,観光振興は産業政策
国土交通省,観光庁,観光振興費,訪日外国人旅行者周遊促進事業費補助金,2,該当なし,0%,0,2,廃止,観光振興は産業政策
国土交通省,観光庁,観光振興費,世界観光機関分担金,1,該当なし,0%,0,1,廃止,観光振興は産業政策
国土交通省,観光庁,観光振興費,政府開発援助東南アジア諸国連合貿易投資観光促進センター拠出金,1,該当なし,0%,0,1,廃止,観光振興は産業政策
国土交通省,観光庁,観光振興費,世界観光機関等拠出金,3,該当なし,0%,0,3,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,諸謝金,4,該当なし,0%,0,4,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,職員旅費,2,該当なし,0%,0,2,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,出入国管理業務庁費,128,該当なし,0%,0,128,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,海外邦人安全対策等業務庁費,69,該当なし,0%,0,69,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,政府開発援助海外邦人安全対策等業務庁費,39,該当なし,0%,0,39,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,税関業務特別庁費,71,該当なし,0%,0,71,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,文化資源活用庁費,1,該当なし,0%,0,1,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,施設施工庁費,1,該当なし,0%,0,1,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,国立公園等資源整備庁費,3,該当なし,0%,0,3,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,観光振興調査費,57,該当なし,0%,0,57,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,国立公園等資源整備調査費,100,該当なし,0%,0,100,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,文化資源活用委託費,35,該当なし,0%,0,35,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,施設整備費,42,該当なし,0%,0,42,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,政府開発援助施設整備費,23,該当なし,0%,0,23,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,文化資源活用事業費補助金,158,該当なし,0%,0,158,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,観光振興事業費補助金,329,該当なし,0%,0,329,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,国立公園等資源整備事業費補助金,75,該当なし,0%,0,75,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源観光振興費,空港アクセス鉄道整備費利子補給金,1,該当なし,0%,0,1,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源独立行政法人国立科学博物館施設整備費,独立行政法人国立科学博物館施設整備費補助金,8,該当なし,0%,0,8,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源独立行政法人日本芸術文化振興会施設整備費,独立行政法人日本芸術文化振興会施設整備費補助金,1,該当なし,0%,0,1,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源独立行政法人国立文化財機構施設整備費,独立行政法人国立文化財機構施設整備費補助金,13,該当なし,0%,0,13,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源独立行政法人国立美術館施設整備費,独立行政法人国立美術館施設整備費補助金,3,該当なし,0%,0,3,廃止,観光振興は産業政策
国土交通省,観光庁,独立行政法人国際観光振興機構運営費,独立行政法人国際観光振興機構一般勘定運営費交付金,56,該当なし,0%,0,56,廃止,観光振興は産業政策
国土交通省,観光庁,国際観光旅客税財源独立行政法人国際観光振興機構運営費,独立行政法人国際観光振興機構国際観光旅客税財源勘定運営費交付金,80,該当なし,0%,0,80,廃止,観光振興は産業政策
国土交通省,気象庁,気象官署共通費,職員基本給,206,⑨外部効果克服,80%,165,41,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,職員諸手当,110,⑨外部効果克服,80%,88,22,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,超過勤務手当,24,⑨外部効果克服,80%,19,5,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,休職者給与,2,⑨外部効果克服,80%,2,0,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,国際機関等派遣職員給与,1,⑨外部効果克服,80%,1,0,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,短時間勤務職員給与,2,⑨外部効果克服,80%,2,0,維持（縮小）,⑨気象観測・予報は公共財
国土交通省,気象庁,気象官署共通費,児童手当,2,⑨外部効果克服,80%,2,0,維持（縮小）,⑨気象観測・予報は公共財
