特別会計,勘定,款名,目名,元額_億円,除外,フリードマン根拠,残存割合,残す額_億円,措置,理由
子ども・子育て支援,子ども・子育て支援勘定,業務取扱費,賠償償還及払戻金,0,False,[],0.3,0,縮小,縮小
子ども・子育て支援,子ども・子育て支援勘定,出生後休業支援等給付業務費,退職手当,0,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,出生後休業支援等給付業務費,諸謝金,4,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,出生後休業支援等給付業務費,庁費,0,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,出生後休業支援等給付業務費,育児休業等給付業務庁費,14,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,出生後休業支援等給付業務費,国家公務員共済組合負担金,0,False,[],0.0,0,廃止,廃止
子ども・子育て支援,子ども・子育て支援勘定,育児休業給付資金へ繰入,育児休業給付資金へ繰入,1192,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
子ども・子育て支援,子ども・子育て支援勘定,保険料返還金等労働保険特別会計へ繰入,労働保険特別会計徴収勘定へ繰入,76,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,農業経営安定事業費,農業経営安定事業収入減少影響緩和対策業務委託費,0,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,農業経営安定事業費,農業経営安定事業生産条件不利補正対策交付金,1924,False,[],0.0,0,廃止,農業補助金廃止
食料安定供給,農業経営安定勘定,農業経営安定事業費,農業経営安定事業収入減少影響緩和対策交付金,467,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,事務取扱費業務勘定へ繰入,業務勘定へ繰入,1,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,予備費,(予備費),0,False,[],0.0,0,廃止,農業保険廃止後は不要
食料安定供給,農業経営安定勘定,食糧買入費,食糧買入費,7240,False,[9],0.2,1448,縮小,戦略的備蓄は最小限（安全保障⑨の範囲）
食料安定供給,農業経営安定勘定,食糧管理費,流通業務取扱費,1,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,食糧管理費,米穀販売・管理業務委託費,263,False,[],0.0,0,廃止,食糧管理制度廃止
食料安定供給,農業経営安定勘定,食糧管理費,米穀安定供給活動支援対策費補助金,49,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,食糧管理費,食糧麦備蓄対策費補助金,53,False,[9],0.3,15,縮小,⑨最小備蓄は維持
食料安定供給,農業経営安定勘定,交付金等他勘定へ繰入,農業経営安定勘定へ繰入,318,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,交付金等他勘定へ繰入,業務勘定へ繰入,292,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,融通証券等事務取扱費一般会計へ繰入,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,国債整理基金特別会計へ繰入,国債整理基金特別会計へ繰入,11,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,予備費,(予備費),820,False,[],0.0,0,廃止,農業保険廃止後は不要
食料安定供給,農業経営安定勘定,農業再保険費及交付金,農業共済組合連合会等交付金,541,False,[],0.0,0,廃止,農業再保険廃止
食料安定供給,農業経営安定勘定,農業再保険費及交付金,家畜共済損害防止事業交付金,4,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,農業再保険費及交付金,賠償償還及払戻金,0,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,農業再保険費及交付金,再保険金,230,False,[],0.0,0,廃止,農業再保険廃止
食料安定供給,農業経営安定勘定,事務取扱費業務勘定へ繰入,業務勘定へ繰入,10,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,予備費,(予備費),147,False,[],0.0,0,廃止,農業保険廃止後は不要
食料安定供給,農業経営安定勘定,漁船再保険費及交付金,漁船保険組合交付金,40,False,[],0.0,0,廃止,漁船再保険廃止
食料安定供給,農業経営安定勘定,漁船再保険費及交付金,賠償償還及払戻金,0,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,漁船再保険費及交付金,再保険金,20,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,事務取扱費業務勘定へ繰入,業務勘定へ繰入,5,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,予備費,(予備費),0,False,[],0.0,0,廃止,農業保険廃止後は不要
食料安定供給,農業経営安定勘定,漁業共済保険費及交付金,漁業共済組合連合会交付金,45,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,漁業共済保険費及交付金,賠償償還及払戻金,0,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,漁業共済保険費及交付金,保険金,50,False,[],0.0,0,廃止,漁業共済廃止。民間保険化
食料安定供給,農業経営安定勘定,事務取扱費業務勘定へ繰入,業務勘定へ繰入,1,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,国債整理基金特別会計へ繰入,国債整理基金特別会計へ繰入,23,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,予備費,(予備費),0,False,[],0.0,0,廃止,農業保険廃止後は不要
食料安定供給,農業経営安定勘定,事務取扱費,職員基本給,7,False,[],0.3,2,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,職員諸手当,4,False,[],0.3,1,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,超過勤務手当,1,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,委員手当,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,休職者給与,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,短時間勤務職員給与,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,公務災害補償費,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,退職手当,1,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,児童手当,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,諸謝金,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,褒賞品費,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,職員旅費,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,赴任旅費,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,委員等旅費,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,庁費,1,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,情報処理業務庁費,10,False,[],0.3,3,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,国有財産管理処分庁費,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,電子計算機等借料,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,消費税,273,False,[],0.5,136,縮小,消費税廃止後ゼロ（移行期）
食料安定供給,農業経営安定勘定,事務取扱費,国家公務員共済組合負担金,2,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,漁業協同組合事務費交付金,3,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,事務取扱費,国有資産所在市町村交付金,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,賠償償還及払戻金,1,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,貨幣交換差減補填金,0,False,[],0.3,0,縮小,縮小
食料安定供給,農業経営安定勘定,事務取扱費,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,予備費,(予備費),1,False,[],0.0,0,廃止,農業保険廃止後は不要
食料安定供給,農業経営安定勘定,土地改良事業費,かんがい排水事業費,21,False,[],0.0,0,廃止,農業補助廃止
食料安定供給,農業経営安定勘定,土地改良事業費,営繕宿舎費,0,False,[],0.0,0,廃止,廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,職員基本給,1,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,職員諸手当,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,超過勤務手当,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,短時間勤務職員給与,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,公務災害補償費,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,退職手当,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,児童手当,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,諸謝金,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,職員旅費,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,赴任旅費,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,庁費,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,情報処理業務庁費,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,車両費,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,用地処理事務費,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,工事雑費,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,自動車重量税,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,国家公務員共済組合負担金,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業工事諸費,賠償償還及払戻金,0,False,[],0.0,0,廃止,農業補助廃止に伴い廃止
食料安定供給,農業経営安定勘定,土地改良事業費負担金等収入一般会計へ繰入,土地改良事業費負担金収入繰入,11,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,東日本大震災復興土地改良事業費負担金等収入一般会計へ繰入,土地改良事業費負担金収入繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,東日本大震災復興土地改良事業費負担金等収入東日本大震災復興特別会計へ繰入,土地改良事業費負担金収入繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,国債整理基金特別会計へ繰入,国債整理基金特別会計へ繰入,23,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
食料安定供給,農業経営安定勘定,予備費,(予備費),1,False,[],0.0,0,廃止,農業保険廃止後は不要
国有林野事業債務管理,,国債整理基金特別会計へ繰入,国債整理基金特別会計へ繰入,3305,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
特許,,独立行政法人工業所有権情報・研修館運営費,独立行政法人工業所有権情報・研修館運営費交付金,122,False,[2],0.8,97,縮小,⑨財産権情報整備
特許,,事務取扱費,職員基本給,160,False,[2],0.8,128,縮小,⑨財産権保護
特許,,事務取扱費,職員諸手当,95,False,[2],0.8,76,縮小,同上
特許,,事務取扱費,超過勤務手当,17,False,[2],0.8,13,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,委員手当,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,非常勤職員手当,27,False,[2],0.8,21,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,休職者給与,1,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,国際機関等派遣職員給与,1,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,短時間勤務職員給与,2,False,[2],0.8,1,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,公務災害補償費,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,退職手当,28,False,[2],0.8,22,縮小,当面維持
特許,,事務取扱費,児童手当,2,False,[2],0.8,1,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,諸謝金,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,職員旅費,4,False,[2],0.8,3,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,赴任旅費,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,委員等旅費,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,証人旅費,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,庁費,35,False,[2],0.8,28,縮小,管理費
特許,,事務取扱費,情報処理業務庁費,41,False,[2],0.8,32,縮小,IT維持
特許,,事務取扱費,国会図書館支部庁費,0,False,[2],0.8,0,縮小,管理費
特許,,事務取扱費,成果重視事業特許事務機械化庁費,378,False,[2],0.8,302,縮小,⑨同上。効率化
特許,,事務取扱費,審査審判庁費,528,False,[2],0.8,422,縮小,⑨財産権保護の執行機関として維持
特許,,事務取扱費,特許印紙作成費,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,特許公報類発行費,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,通信専用料,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,口座振替納付等事務手数料,15,False,[2],0.8,12,縮小,管理費
特許,,事務取扱費,国有特許外国出願費,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,各所修繕,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,自動車重量税,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,消費税,2,False,[],0.5,1,縮小,消費税廃止後ゼロ（移行期）
特許,,事務取扱費,工業所有権研究等委託費,7,False,[2],0.8,5,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,特許微生物寄託等業務委託費,1,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,中小企業等知的財産活用支援事業委託費,5,False,[],0.0,0,廃止,産業政策廃止
特許,,事務取扱費,工業所有権調査等委託費,15,False,[2],0.8,12,縮小,⑨財産権保護
特許,,事務取扱費,外国工業所有権制度支援事業委託費,4,False,[2],0.8,3,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,中小企業等知的財産活動支援事業費補助金,5,False,[],0.0,0,廃止,廃止
特許,,事務取扱費,国家公務員共済組合負担金,56,False,[2],0.8,44,縮小,縮小
特許,,事務取扱費,世界知的所有権機関事務局分担金,1,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,経済協力開発機構拠出金,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,世界知的所有権機関拠出金,10,False,[2],1.0,10,維持,⑤国際条約上の義務
特許,,事務取扱費,東アジア経済統合研究協力拠出金,1,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,交際費,0,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,賠償償還及払戻金,8,False,[5],1.0,8,維持,⑤返還義務
特許,,事務取扱費,貨幣交換差減補填金,1,False,[2],0.8,0,縮小,⑨財産権保護の執行機関
特許,,事務取扱費,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
特許,,施設整備費,施設施工旅費,0,False,[2],0.5,0,縮小,施設縮小
特許,,施設整備費,施設施工庁費,0,False,[2],0.5,0,縮小,施設縮小
特許,,施設整備費,施設整備費,16,False,[2],0.5,8,縮小,施設縮小
特許,,予備費,(予備費),1,False,[2],0.6,0,縮小,縮小
自動車安全,自動車事故対策勘定,被害者保護増進等事業費,被害者保護増進等事業委託費,16,False,"[5, 9]",0.5,8,半減,同上
自動車安全,自動車事故対策勘定,被害者保護増進等事業費,被害者保護増進等事業費補助金,87,False,"[5, 9]",0.5,43,半減,自賠責廃止に伴い縮小
自動車安全,自動車事故対策勘定,独立行政法人自動車事故対策機構運営費,独立行政法人自動車事故対策機構運営費交付金,87,False,[],0.3,26,縮小,自賠責廃止後は最小化
自動車安全,自動車事故対策勘定,独立行政法人自動車事故対策機構施設整備費,独立行政法人自動車事故対策機構施設整備費補助金,14,False,[],0.2,2,縮小,最小施設
自動車安全,自動車事故対策勘定,自動車損害賠償保障事業費,自動車損害賠償保障事業委託費,3,False,[5],0.5,1,半減,同上
自動車安全,自動車事故対策勘定,自動車損害賠償保障事業費,払戻金,0,False,—,0.4,0,要確認,方針未定
自動車安全,自動車事故対策勘定,自動車損害賠償保障事業費,自動車損害賠償保障金,9,False,[5],0.5,4,半減,⑤自賠責移行期間中の維持
自動車安全,自動車事故対策勘定,業務取扱費自動車検査登録勘定へ繰入,業務取扱費財源自動車検査登録勘定へ繰入,18,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
自動車安全,自動車事故対策勘定,再保険及保険費,再保険金及保険金,0,False,—,0.4,0,要確認,方針未定
自動車安全,自動車事故対策勘定,予備費,(予備費),0,False,[],0.3,0,縮小,縮小
自動車安全,自動車事故対策勘定,独立行政法人自動車技術総合機構運営費,独立行政法人自動車技術総合機構審査勘定運営費交付金,23,False,[8],0.8,18,縮小,⑧型式認証等の規制機能は維持
自動車安全,自動車事故対策勘定,独立行政法人自動車技術総合機構施設整備費,独立行政法人自動車技術総合機構施設整備費補助金,24,False,[8],0.8,19,縮小,⑧維持
自動車安全,自動車事故対策勘定,業務取扱費,職員基本給,60,False,[8],0.6,36,縮小,⑧維持
自動車安全,自動車事故対策勘定,業務取扱費,職員諸手当,32,False,[8],0.6,19,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,超過勤務手当,5,False,[8],0.6,3,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,休職者給与,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,短時間勤務職員給与,3,False,[8],0.6,1,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,公務災害補償費,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,退職手当,11,False,[8],0.6,6,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,児童手当,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,諸謝金,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,職員旅費,2,False,[8],0.6,1,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,赴任旅費,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,委員等旅費,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,庁費,38,False,[8],0.6,22,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,情報処理業務庁費,179,False,[8],0.5,89,縮小,⑧維持
自動車安全,自動車事故対策勘定,業務取扱費,印紙売捌手数料,3,False,[8],0.6,1,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,土地建物借料,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,各所修繕,1,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,自動車重量税,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,消費税,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,自動車検査基準策定調査等委託費,11,False,[8],0.8,8,縮小,⑧型式認証
自動車安全,自動車事故対策勘定,業務取扱費,自動車基準・認証制度国際化対策事業委託費,4,False,[8],0.8,3,縮小,⑧国際標準
自動車安全,自動車事故対策勘定,業務取扱費,国家公務員共済組合負担金,24,False,[8],0.6,14,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,国有資産所在市町村交付金,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,賠償償還及払戻金,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,貨幣交換差減補填金,0,False,[8],0.6,0,縮小,⑧自動車安全管理
自動車安全,自動車事故対策勘定,業務取扱費,一般会計へ繰入,1,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
自動車安全,自動車事故対策勘定,施設整備費,施設施工旅費,0,False,—,0.4,0,要確認,方針未定
自動車安全,自動車事故対策勘定,施設整備費,施設施工庁費,0,False,—,0.4,0,要確認,方針未定
自動車安全,自動車事故対策勘定,施設整備費,施設整備費,12,False,[8],0.5,6,縮小,縮小
自動車安全,自動車事故対策勘定,予備費,(予備費),1,False,[],0.3,0,縮小,縮小
自動車安全,自動車事故対策勘定,空港等維持運営費,職員基本給,278,False,[8],0.8,222,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等維持運営費,職員諸手当,155,False,[8],0.8,124,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等維持運営費,超過勤務手当,35,False,[8],0.8,28,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,非常勤職員手当,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,休職者給与,1,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,短時間勤務職員給与,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,公務災害補償費,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,退職手当,47,False,[8],0.8,37,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,児童手当,4,False,[8],0.8,3,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,諸謝金,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,職員旅費,6,False,[8],0.8,4,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,危害行為防止対策旅費,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,赴任旅費,4,False,[8],0.8,3,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,施設施工旅費,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,講師旅費,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,庁費,368,False,[8],0.8,294,縮小,⑧空港運営（技術的独占）
自動車安全,自動車事故対策勘定,空港等維持運営費,情報処理業務庁費,96,False,[8],0.8,76,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等維持運営費,危害行為防止対策庁費,320,False,[8],0.8,256,縮小,⑧空港保安
自動車安全,自動車事故対策勘定,空港等維持運営費,車両費,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,広報費,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,通信専用料,83,False,[8],0.8,66,縮小,⑧航空管制通信
自動車安全,自動車事故対策勘定,空港等維持運営費,施設施工庁費,0,False,[8],0.8,0,縮小,⑧空港運営（技術的独占）
自動車安全,自動車事故対策勘定,空港等維持運営費,電子計算機借料,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,口座振替納付等事務手数料,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,土地建物借料,157,False,[8],0.8,125,縮小,⑧維持
自動車安全,自動車事故対策勘定,空港等維持運営費,各所修繕,1,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,公共施設等維持管理運営費,7,False,[8],0.8,5,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,自動車重量税,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,施設整備費,5,False,[8],0.8,4,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,航空機購入費,2,False,[8],0.8,1,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,国家公務員共済組合負担金,101,False,[8],0.8,80,縮小,縮小
自動車安全,自動車事故対策勘定,空港等維持運営費,国有資産所在市町村交付金,97,False,[],0.0,0,廃止,廃止
自動車安全,自動車事故対策勘定,空港等維持運営費,賠償償還及払戻金,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,施設運営関連見舞金,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,貨幣交換差減補填金,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港等維持運営費,一般会計へ繰入,0,True,—,0.0,0,除外（純計外）,特別会計間繰入。純計から除外
自動車安全,自動車事故対策勘定,空港等維持運営費,空港警備機器整備費補助,3,False,[8],0.8,2,縮小,⑧保安
自動車安全,自動車事故対策勘定,空港等維持運営費,航空機騒音障害対策費補助,0,False,[8],0.8,0,縮小,⑧空港運営
自動車安全,自動車事故対策勘定,空港整備事業費,空港整備事業費,1215,False,[8],0.5,607,半減,民間空港への移行で縮小
自動車安全,自動車事故対策勘定,空港整備事業費,空港周辺環境整備事業費,13,False,[9],0.5,6,半減,⑨騒音外部効果
自動車安全,自動車事故対策勘定,空港整備事業費,営繕宿舎費,0,False,[8],0.5,0,半減,民間移行で縮小
自動車安全,自動車事故対策勘定,空港整備事業費,空港整備事業調査費,5,False,[8],0.5,2,半減,民間移行で縮小
自動車安全,自動車事故対策勘定,空港整備事業費,空港整備事業費補助,62,False,[8],0.5,31,半減,同上
自動車安全,自動車事故対策勘定,空港整備事業費,教育施設等騒音防止対策事業費補助,1,False,[8],0.5,0,半減,民間移行で縮小
自動車安全,自動車事故対策勘定,空港整備事業費,後進地域特例法適用団体補助率差額,2,False,[8],0.5,1,半減,民間移行で縮小
自動車安全,自動車事故対策勘定,北海道空港整備事業費,空港整備事業費,93,False,[],0.3,27,縮小,民間移行
自動車安全,自動車事故対策勘定,北海道空港整備事業費,営繕宿舎費,0,False,[],0.3,0,縮小,民間移行
自動車安全,自動車事故対策勘定,北海道空港整備事業費,空港整備事業調査費,0,False,[],0.3,0,縮小,民間移行
