所管,項名,目名,元額_億円,分類,残存率,残す額_億円,理由
国土交通省,北海道開発事業費,港湾改修費補助,2,⑨,100%,2,北海道開発事業費に係る港湾改修費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,交通連携道路事業費補助,5,⑨,100%,5,北海道開発事業費に係る交通連携道路事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,道路交通安全施設等整備事業費補助,18,⑨,100%,18,北海道開発事業費に係る道路交通安全施設等整備事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,無電柱化推進事業費補助,23,⑨,100%,23,北海道開発事業費に係る無電柱化推進事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,住宅市街地総合整備促進事業費補助,3,⑨,100%,3,北海道開発事業費に係る住宅市街地総合整備促進事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,都市公園事業費補助,5,⑨,100%,5,北海道開発事業費に係る都市公園事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,上下水道一体効率化・基盤強化推進事業費補助,1,⑨,100%,1,北海道開発事業費に係る上下水道一体効率化・基盤強化推進事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,水道施設整備費補助,28,⑨,100%,28,北海道開発事業費に係る水道施設整備費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,下水道防災事業費補助,21,⑨,100%,21,北海道開発事業費に係る下水道防災事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,諸土地改良事業費補助,3,⑨,100%,3,北海道開発事業費に係る諸土地改良事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,土地改良施設管理費補助,13,⑨,100%,13,北海道開発事業費に係る土地改良施設管理費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,農業競争力強化基盤整備事業費補助,157,⑨,100%,157,北海道開発事業費に係る農業競争力強化基盤整備事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,中山間総合整備事業費補助,2,⑨,100%,2,北海道開発事業費に係る中山間総合整備事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,農村整備事業費補助,17,⑨,100%,17,北海道開発事業費に係る農村整備事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,農村地域防災減災事業費補助,8,⑨,100%,8,北海道開発事業費に係る農村地域防災減災事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,森林環境保全整備事業費補助,55,⑨,100%,55,北海道開発事業費に係る森林環境保全整備事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,水産基盤整備事業費補助,94,⑨,100%,94,北海道開発事業費に係る水産基盤整備事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,社会資本整備円滑化地籍整備事業費補助,1,⑨,100%,1,北海道開発事業費に係る社会資本整備円滑化地籍整備事業費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,道路調査費補助,1,⑨,100%,1,北海道開発事業費に係る道路調査費補助。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,特定道路事業交付金,7,⑨,100%,7,北海道開発事業費に係る特定道路事業交付金。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,循環型社会形成推進交付金,18,⑨,100%,18,北海道開発事業費に係る循環型社会形成推進交付金。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,農山漁村地域整備交付金,88,⑨,100%,88,北海道開発事業費に係る農山漁村地域整備交付金。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,社会資本整備総合交付金,237,⑨,100%,237,北海道開発事業費に係る社会資本整備総合交付金。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道開発事業費,防災・安全交付金,328,⑨,100%,328,北海道開発事業費に係る防災・安全交付金。北海道の総合的インフラ開発（外部効果⑨をもつ公共インフラが主体）の遂行に伴う経費
国土交通省,北海道特定特別総合開発事業推進費,(北海道特定特別総合開発事業推進費),43,一部⑨,50%,22,北海道特定特別総合開発事業推進費に係る(北海道特定特別総合開発事業推進費)。北海道の特定開発事業推進（外部効果のある公共インフラ部分が一部⑨）の遂行に伴う経費
国土交通省,技術研究開発推進費,技術研究開発調査費,15,⑨,100%,15,技術研究開発推進費に係る技術研究開発調査費。インフラ技術の研究開発費（基礎的技術は公共財⑨として民間過少投資）の遂行に伴う経費
国土交通省,技術研究開発推進費,技術研究開発委託費,13,⑨,100%,13,技術研究開発推進費に係る技術研究開発委託費。インフラ技術の研究開発費（基礎的技術は公共財⑨として民間過少投資）の遂行に伴う経費
国土交通省,技術研究開発推進費,技術研究開発費補助金,4,⑨,100%,4,技術研究開発推進費に係る技術研究開発費補助金。インフラ技術の研究開発費（基礎的技術は公共財⑨として民間過少投資）の遂行に伴う経費
国土交通省,国立研究開発法人土木研究所運営費,国立研究開発法人土木研究所運営費交付金,92,⑨,100%,92,国立研究開発法人土木研究所運営費に係る国立研究開発法人土木研究所運営費交付金。土木技術の基礎研究・標準策定（公共財的知識⑨）の遂行に伴う経費
国土交通省,国立研究開発法人土木研究所施設整備費,国立研究開発法人土木研究所施設整備費補助金,3,⑨,100%,3,国立研究開発法人土木研究所施設整備費に係る国立研究開発法人土木研究所施設整備費補助金。土木技術の基礎研究・標準策定（公共財的知識⑨）の遂行に伴う経費
国土交通省,国立研究開発法人建築研究所運営費,国立研究開発法人建築研究所運営費交付金,21,⑨,100%,21,国立研究開発法人建築研究所運営費に係る国立研究開発法人建築研究所運営費交付金。建築安全技術の基礎研究（公共財的知識⑨・情報非対称の是正）の遂行に伴う経費
国土交通省,国立研究開発法人海上・港湾・航空技術研究所運営費,国立研究開発法人海上・港湾・航空技術研究所運営費交付金,56,⑨,100%,56,国立研究開発法人海上・港湾・航空技術研究所運営費に係る国立研究開発法人海上・港湾・航空技術研究所運営費交付金。海上・港湾・航空の安全技術研究（公共財的知識⑨）の遂行に伴う経費
国土交通省,国立研究開発法人海上・港湾・航空技術研究所施設整備費,国立研究開発法人海上・港湾・航空技術研究所施設整備費補助金,1,⑨,100%,1,国立研究開発法人海上・港湾・航空技術研究所施設整備費に係る国立研究開発法人海上・港湾・航空技術研究所施設整備費補助金。海上・港湾・航空の安全技術研究（公共財的知識⑨）の遂行に伴う経費
国土交通省,独立行政法人自動車技術総合機構運営費,独立行政法人自動車技術総合機構一般勘定運営費交付金,8,⑨,100%,8,独立行政法人自動車技術総合機構運営費に係る独立行政法人自動車技術総合機構一般勘定運営費交付金。自動車安全基準の検査・認証（情報非対称⑨を是正する第三者機関）の遂行に伴う経費
国土交通省,情報化推進費,情報処理業務庁費,6,⑨,100%,6,情報化推進費に係る情報処理業務庁費。行政のデジタル化推進費（情報処理効率化は外部効果をもつ行政基盤⑨）に必要なデータ処理・業務システムの維持コスト
国土交通省,国際協力費,職員旅費,1,該当なし,0%,0,国際協力費に係る職員旅費。インフラの海外展開支援（輸出産業振興であり市場の失敗を実証できない）に伴う現地視察・監督・会議出張費
国土交通省,国際協力費,庁費,1,該当なし,0%,0,国際協力費に係る庁費。インフラの海外展開支援（輸出産業振興であり市場の失敗を実証できない）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,国際協力費,政府開発援助庁費,1,該当なし,0%,0,国際協力費に係る政府開発援助庁費。インフラの海外展開支援（輸出産業振興であり市場の失敗を実証できない）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,国際協力費,政府開発援助経済協力調査委託費,1,該当なし,0%,0,国際協力費に係る政府開発援助経済協力調査委託費。インフラの海外展開支援（輸出産業振興であり市場の失敗を実証できない）の遂行に伴う経費
国土交通省,国際協力費,経済協力調査委託費,6,該当なし,0%,0,国際協力費に係る経済協力調査委託費。インフラの海外展開支援（輸出産業振興であり市場の失敗を実証できない）の遂行に伴う経費
国土交通省,国際協力費,国際交通フォーラム拠出金,1,該当なし,0%,0,国際協力費に係る国際交通フォーラム拠出金。インフラの海外展開支援（輸出産業振興であり市場の失敗を実証できない）に関連する国際機関等への分担金・拠出金
国土交通省,官庁施設保全等推進費,官庁施設保全等推進調査費,1,⑨,100%,1,官庁施設保全等推進費に係る官庁施設保全等推進調査費。政府庁舎の長期保全計画費（政府機能維持のインフラ基盤⑨の維持）の遂行に伴う経費
国土交通省,官庁営繕費,施設施工旅費,1,⑨,100%,1,官庁営繕費に係る施設施工旅費。国の庁舎・施設整備（政府機能遂行のためのインフラ基盤⑨）に伴う現地視察・監督・会議出張費
国土交通省,官庁営繕費,施設施工庁費,21,⑨,100%,21,官庁営繕費に係る施設施工庁費。国の庁舎・施設整備（政府機能遂行のためのインフラ基盤⑨）の拠点施設整備工事を管理するためのコスト
国土交通省,官庁営繕費,施設整備費,149,⑨,100%,149,官庁営繕費に係る施設整備費。国の庁舎・施設整備（政府機能遂行のためのインフラ基盤⑨）の遂行に伴う経費
国土交通省,官庁営繕費,不動産購入費,10,⑨,100%,10,官庁営繕費に係る不動産購入費。国の庁舎・施設整備（政府機能遂行のためのインフラ基盤⑨）の拠点施設として必要な土地・建物の購入コスト
国土交通省,附帯・受託工事費,附帯工事費,132,⑨,100%,132,附帯・受託工事費に係る附帯工事費。公共事業に附帯する工事や受託工事（公共インフラ⑨整備の一体的コスト）の遂行に伴う経費
国土交通省,附帯・受託工事費,道路附属物等復旧費,25,⑨,100%,25,附帯・受託工事費に係る道路附属物等復旧費。公共事業に附帯する工事や受託工事（公共インフラ⑨整備の一体的コスト）の遂行に伴う経費
国土交通省,附帯・受託工事費,受託工事費,385,⑨,100%,385,附帯・受託工事費に係る受託工事費。公共事業に附帯する工事や受託工事（公共インフラ⑨整備の一体的コスト）の遂行に伴う経費
国土交通省,附帯・受託工事費,精算還付金,1,⑨,100%,1,附帯・受託工事費に係る精算還付金。事業精算に伴う過払い分の返還であり、直接の政府サービス提供費用ではない
国土交通省,電気事業者等工事費負担金還付金,電気事業者等工事費負担金還付金,30,該当なし,0%,0,電気事業者等工事費負担金還付金に係る電気事業者等工事費負担金還付金。電力会社等が負担した工事費の還付金（政府が直接サービスを提供する経費ではない）に関連する法定負担金（補助・交付）
国土交通省,治水海岸事業調査諸費,職員旅費,1,⑨,100%,1,治水海岸事業調査諸費に係る職員旅費。治水・海岸整備の調査・設計費（洪水防止インフラ⑨の計画段階コスト）に伴う現地視察・監督・会議出張費
国土交通省,治水海岸事業調査諸費,庁費,1,⑨,100%,1,治水海岸事業調査諸費に係る庁費。治水・海岸整備の調査・設計費（洪水防止インフラ⑨の計画段階コスト）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,港湾事業調査諸費,庁費,1,⑨,100%,1,港湾事業調査諸費に係る庁費。港湾整備の調査・設計費（自然独占的港湾インフラ⑨の計画コスト）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,住宅建設事業調査諸費,庁費,1,一部⑨,50%,0,住宅建設事業調査諸費に係る庁費。住宅政策の調査費（住宅セーフティネット一部⑨の行政費用）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,上下水道事業調査諸費,庁費,1,⑨,100%,1,上下水道事業調査諸費に係る庁費。上下水道整備の調査費（自然独占インフラ⑨の計画段階コスト）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,河川等災害復旧事業費,河川等災害復旧費,68,⑨,100%,68,河川等災害復旧事業費に係る河川等災害復旧費。台風・洪水で被災した公共インフラの復旧（防災インフラの外部効果⑨）の遂行に伴う経費
国土交通省,河川等災害復旧事業費,道路災害復旧費,36,⑨,100%,36,河川等災害復旧事業費に係る道路災害復旧費。台風・洪水で被災した公共インフラの復旧（防災インフラの外部効果⑨）の遂行に伴う経費
国土交通省,河川等災害復旧事業費,港湾災害復旧費,5,⑨,100%,5,河川等災害復旧事業費に係る港湾災害復旧費。台風・洪水で被災した公共インフラの復旧（防災インフラの外部効果⑨）の遂行に伴う経費
国土交通省,河川等災害復旧事業費,都市災害復旧事業費補助,2,⑨,100%,2,河川等災害復旧事業費に係る都市災害復旧事業費補助。台風・洪水で被災した公共インフラの復旧（防災インフラの外部効果⑨）の遂行に伴う経費
国土交通省,河川等災害復旧事業費,河川等災害復旧事業費補助,117,⑨,100%,117,河川等災害復旧事業費に係る河川等災害復旧事業費補助。台風・洪水で被災した公共インフラの復旧（防災インフラの外部効果⑨）の遂行に伴う経費
国土交通省,河川等災害復旧事業費,港湾施設災害復旧事業費補助,6,⑨,100%,6,河川等災害復旧事業費に係る港湾施設災害復旧事業費補助。台風・洪水で被災した公共インフラの復旧（防災インフラの外部効果⑨）の遂行に伴う経費
国土交通省,住宅施設災害復旧事業費,住宅施設災害復旧事業費補助,1,一部⑨,50%,0,住宅施設災害復旧事業費に係る住宅施設災害復旧事業費補助。国土交通省の費目（道路・河川・港湾等インフラの外部効果⑨に関連する費用）の遂行に伴う経費
国土交通省,鉄道施設災害復旧事業費,鉄道施設災害復旧事業費補助,10,一部⑨,50%,5,鉄道施設災害復旧事業費に係る鉄道施設災害復旧事業費補助。鉄道施設の災害復旧補助（公共交通インフラの維持一部⑨）の遂行に伴う経費
国土交通省,河川等災害関連事業費,河川等災害関連事業費,108,⑨,100%,108,河川等災害関連事業費に係る河川等災害関連事業費。災害関連の河川・砂防復旧（外部不経済⑨の是正）の遂行に伴う経費
国土交通省,河川等災害関連事業費,河川等災害関連事業費補助,44,⑨,100%,44,河川等災害関連事業費に係る河川等災害関連事業費補助。災害関連の河川・砂防復旧（外部不経済⑨の是正）の遂行に伴う経費
国土交通省,河川等災害関連事業費,災害関連緊急砂防等事業費補助,22,⑨,100%,22,河川等災害関連事業費に係る災害関連緊急砂防等事業費補助。災害関連の河川・砂防復旧（外部不経済⑨の是正）の遂行に伴う経費
国土交通省,河川等災害関連事業費,後進地域特例法適用団体補助率差額,5,⑨,100%,5,河川等災害関連事業費に係る後進地域特例法適用団体補助率差額。災害関連の河川・砂防復旧（外部不経済⑨の是正）の遂行に伴う経費
国土交通省,自動車重量税業務取扱費自動車安全特別会計へ繰入,自動車重量税業務取扱費財源自動車安全特別会計へ繰入,3,該当なし,0%,0,自動車重量税業務取扱費自動車安全特別会計へ繰入に係る自動車重量税業務取扱費財源自動車安全特別会計へ繰入。自動車重量税の業務費用の特別会計繰入（税務事務コストで政府役割の直接提供でない）の遂行に伴う経費
国土交通省,国土技術政策総合研究所共通費,職員基本給,16,⑨,100%,16,国土技術政策総合研究所共通費に係る職員基本給。公共インフラ技術の基礎研究・標準策定（公共財的知識⑨）であり、その執行職員の人件費は政府が直接担う業務コストとして同一の正当性をもつ（人件費按分：同項非人件費残存率100%）
国土交通省,国土技術政策総合研究所共通費,職員諸手当,10,⑨,100%,10,国土技術政策総合研究所共通費に係る職員諸手当（扶養・通勤・地域等）。公共インフラ技術の基礎研究・標準策定（公共財的知識⑨）の執行人件費の一部として基本給と同様に正当化される（人件費按分：同項非人件費残存率100%）
国土交通省,国土技術政策総合研究所共通費,庁費,5,⑨,100%,5,国土技術政策総合研究所共通費に係る庁費。公共インフラ技術の基礎研究・標準策定（公共財的知識⑨）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,国土技術政策総合研究所共通費,試験研究費,1,⑨,100%,1,国土技術政策総合研究所共通費に係る試験研究費。公共インフラ技術の基礎研究・標準策定（公共財的知識⑨）の遂行に伴う経費
国土交通省,国土技術政策総合研究所施設費,施設施工庁費,1,⑨,100%,1,国土技術政策総合研究所施設費に係る施設施工庁費。公共技術研究所の施設整備（インフラ技術の公共財的知識⑨の生産基盤）の拠点施設整備工事を管理するためのコスト
国土交通省,技術研究開発推進費,試験研究費,4,⑨,100%,4,技術研究開発推進費に係る試験研究費。インフラ技術の研究開発費（基礎的技術は公共財⑨として民間過少投資）の遂行に伴う経費
国土交通省,治水海岸事業工事諸費,職員基本給,2,⑨,100%,2,治水海岸事業工事諸費に係る職員基本給。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）であり、その執行職員の人件費は政府が直接担う業務コストとして同一の正当性をもつ（人件費按分：同項非人件費残存率100%）
国土交通省,治水海岸事業工事諸費,職員諸手当,1,⑨,100%,1,治水海岸事業工事諸費に係る職員諸手当（扶養・通勤・地域等）。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の執行人件費の一部として基本給と同様に正当化される（人件費按分：同項非人件費残存率100%）
国土交通省,治水海岸事業工事諸費,庁費,1,⑨,100%,1,治水海岸事業工事諸費に係る庁費。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,治水海岸事業工事諸費,工事雑費,2,⑨,100%,2,治水海岸事業工事諸費の工事現場管理・施工監督費。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の工事品質確保に不可欠な現場管理コスト
国土交通省,治水海岸事業工事諸費,国家公務員共済組合負担金,1,⑨,100%,1,治水海岸事業工事諸費に係る国家公務員共済組合負担金（使用者負担）。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の執行職員に係る法定社会保険コスト（人件費按分：同項非人件費残存率100%）
国土交通省,道路整備事業工事諸費,職員基本給,1,⑨,100%,1,道路整備事業工事諸費に係る職員基本給。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）であり、その執行職員の人件費は政府が直接担う業務コストとして同一の正当性をもつ（人件費按分：同項非人件費残存率100%）
国土交通省,道路整備事業工事諸費,庁費,1,⑨,100%,1,道路整備事業工事諸費に係る庁費。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,道路整備事業工事諸費,工事雑費,2,⑨,100%,2,道路整備事業工事諸費の工事現場管理・施工監督費。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）の工事品質確保に不可欠な現場管理コスト
国土交通省,道路整備事業工事諸費,国家公務員共済組合負担金,1,⑨,100%,1,道路整備事業工事諸費に係る国家公務員共済組合負担金（使用者負担）。道路建設・改良工事の現場管理（道路の外部効果⑨を実現する工事管理コスト）の執行職員に係る法定社会保険コスト（人件費按分：同項非人件費残存率100%）
国土交通省,港湾空港整備事業工事諸費,工事雑費,1,⑨,100%,1,港湾空港整備事業工事諸費の工事現場管理・施工監督費。港湾・空港の整備工事管理（自然独占インフラの工事管理コスト）の工事品質確保に不可欠な現場管理コスト
国土交通省,国土地理院共通費,職員基本給,31,⑨,100%,31,国土地理院共通費に係る職員基本給。地形図・測量基準点・衛星測位は非排除的な公共財（⑨）であり、その執行職員の人件費は政府が直接担う業務コストとして同一の正当性をもつ（人件費按分：同項非人件費残存率100%）
国土交通省,国土地理院共通費,職員諸手当,15,⑨,100%,15,国土地理院共通費に係る職員諸手当（扶養・通勤・地域等）。地形図・測量基準点・衛星測位は非排除的な公共財（⑨）の執行人件費の一部として基本給と同様に正当化される（人件費按分：同項非人件費残存率100%）
国土交通省,国土地理院共通費,超過勤務手当,2,⑨,100%,2,国土地理院共通費に係る超過勤務手当。地形図・測量基準点・衛星測位は非排除的な公共財（⑨）の繁忙期・緊急時対応における時間外労働コスト（人件費按分：同項非人件費残存率100%）
国土交通省,国土地理院共通費,短時間勤務職員給与,1,⑨,100%,1,国土地理院共通費に係る短時間勤務職員給与。地形図・測量基準点・衛星測位は非排除的な公共財（⑨）の補助的・時限的業務を担う非常勤・短時間職員への給与（人件費按分：同項非人件費残存率100%）
国土交通省,国土地理院共通費,庁費,3,⑨,100%,3,国土地理院共通費に係る庁費。地形図・測量基準点・衛星測位は非排除的な公共財（⑨）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,国土地理院施設費,施設整備費,1,⑨,100%,1,国土地理院施設費に係る施設整備費。地形図・測量インフラ⑨の基盤施設整備費の遂行に伴う経費
国土交通省,災害情報整備推進費,測量庁費,5,⑨,100%,5,災害情報整備推進費に係る測量庁費。防災情報の基盤整備（公共財⑨として民間では過少供給）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,地理空間情報整備・活用等推進費,職員旅費,1,⑨,100%,1,地理空間情報整備・活用等推進費に係る職員旅費。地理空間情報（GIS基盤・地図）は非競合・非排除的な公共財（⑨）に伴う現地視察・監督・会議出張費
国土交通省,地理空間情報整備・活用等推進費,測量庁費,14,⑨,100%,14,地理空間情報整備・活用等推進費に係る測量庁費。地理空間情報（GIS基盤・地図）は非競合・非排除的な公共財（⑨）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,地理空間情報整備・活用等推進費,先端技術活用測量庁費,12,⑨,100%,12,地理空間情報整備・活用等推進費に係る先端技術活用測量庁費。地理空間情報（GIS基盤・地図）は非競合・非排除的な公共財（⑨）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,技術研究開発推進費,地理地殻活動研究調査費,1,⑨,100%,1,技術研究開発推進費に係る地理地殻活動研究調査費。インフラ技術の研究開発費（基礎的技術は公共財⑨として民間過少投資）の遂行に伴う経費
国土交通省,海難審判所共通費,職員基本給,4,①,100%,4,海難審判所共通費に係る職員基本給。海難事故の審判・原因究明（法執行①の一環・再発防止の公共財的機能）であり、その執行職員の人件費は政府が直接担う業務コストとして同一の正当性をもつ（人件費按分：同項非人件費残存率100%）
国土交通省,海難審判所共通費,職員諸手当,3,①,100%,3,海難審判所共通費に係る職員諸手当（扶養・通勤・地域等）。海難事故の審判・原因究明（法執行①の一環・再発防止の公共財的機能）の執行人件費の一部として基本給と同様に正当化される（人件費按分：同項非人件費残存率100%）
国土交通省,海難審判所共通費,庁費,1,①,100%,1,海難審判所共通費に係る庁費。海難事故の審判・原因究明（法執行①の一環・再発防止の公共財的機能）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,海難審判所共通費,土地建物借料,1,①,100%,1,海難審判所共通費に係る土地建物借料。海難事故の審判・原因究明（法執行①の一環・再発防止の公共財的機能）の拠点施設として民間施設を借上げるコスト
国土交通省,地方整備局共通費,職員基本給,194,⑨,100%,194,地方整備局共通費に係る職員基本給。地方整備局の共通管理費（道路・河川・港湾等公共インフラ⑨の地域執行機関の基本コスト）であり、その執行職員の人件費は政府が直接担う業務コストとして同一の正当性をもつ（人件費按分：同項非人件費残存率100%）
国土交通省,地方整備局共通費,職員諸手当,105,⑨,100%,105,地方整備局共通費に係る職員諸手当（扶養・通勤・地域等）。地方整備局の共通管理費（道路・河川・港湾等公共インフラ⑨の地域執行機関の基本コスト）の執行人件費の一部として基本給と同様に正当化される（人件費按分：同項非人件費残存率100%）
国土交通省,地方整備局共通費,超過勤務手当,15,⑨,100%,15,地方整備局共通費に係る超過勤務手当。地方整備局の共通管理費（道路・河川・港湾等公共インフラ⑨の地域執行機関の基本コスト）の繁忙期・緊急時対応における時間外労働コスト（人件費按分：同項非人件費残存率100%）
国土交通省,地方整備局共通費,短時間勤務職員給与,2,⑨,100%,2,地方整備局共通費に係る短時間勤務職員給与。地方整備局の共通管理費（道路・河川・港湾等公共インフラ⑨の地域執行機関の基本コスト）の補助的・時限的業務を担う非常勤・短時間職員への給与（人件費按分：同項非人件費残存率100%）
国土交通省,地方整備局共通費,児童手当,3,⑨,100%,3,地方整備局共通費に係る児童手当。地方整備局の共通管理費（道路・河川・港湾等公共インフラ⑨の地域執行機関の基本コスト）の執行職員に対する法律に基づく児童手当給付（人件費按分：同項非人件費残存率100%）
国土交通省,地方整備局共通費,庁費,25,⑨,100%,25,地方整備局共通費に係る庁費。地方整備局の共通管理費（道路・河川・港湾等公共インフラ⑨の地域執行機関の基本コスト）の行政執行を支える事務所経費（消耗品・光熱・雑費等）
国土交通省,地方整備局共通費,移転費,1,⑨,100%,1,地方整備局共通費に係る移転費。地方整備局の共通管理費（道路・河川・港湾等公共インフラ⑨の地域執行機関の基本コスト）の遂行に伴う経費
国土交通省,地方整備局共通費,土地建物借料,2,⑨,100%,2,地方整備局共通費に係る土地建物借料。地方整備局の共通管理費（道路・河川・港湾等公共インフラ⑨の地域執行機関の基本コスト）の拠点施設として民間施設を借上げるコスト
国土交通省,地方整備局共通費,公共施設等維持管理運営費,2,⑨,100%,2,地方整備局共通費に係る公共施設等維持管理運営費。地方整備局の共通管理費（道路・河川・港湾等公共インフラ⑨の地域執行機関の基本コスト）のために整備した施設の継続的維持・運営コスト
国土交通省,地方整備推進費,情報処理業務庁費,4,⑨,100%,4,地方整備推進費に係る情報処理業務庁費。地方整備局の行政推進費（インフラ行政⑨の効率的執行支援）に必要なデータ処理・業務システムの維持コスト
国土交通省,地方整備推進費,資格検定国家試験費,2,⑨,100%,2,地方整備推進費に係る資格検定国家試験費。地方整備局の行政推進費（インフラ行政⑨の効率的執行支援）の遂行に伴う経費
国土交通省,治水海岸事業工事諸費,職員基本給,297,⑨,100%,297,治水海岸事業工事諸費に係る職員基本給。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）であり、その執行職員の人件費は政府が直接担う業務コストとして同一の正当性をもつ（人件費按分：同項非人件費残存率100%）
国土交通省,治水海岸事業工事諸費,職員諸手当,157,⑨,100%,157,治水海岸事業工事諸費に係る職員諸手当（扶養・通勤・地域等）。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の執行人件費の一部として基本給と同様に正当化される（人件費按分：同項非人件費残存率100%）
国土交通省,治水海岸事業工事諸費,超過勤務手当,30,⑨,100%,30,治水海岸事業工事諸費に係る超過勤務手当。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の繁忙期・緊急時対応における時間外労働コスト（人件費按分：同項非人件費残存率100%）
国土交通省,治水海岸事業工事諸費,休職者給与,3,⑨,100%,3,治水海岸事業工事諸費に係る休職者給与。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の遂行に伴う経費
国土交通省,治水海岸事業工事諸費,短時間勤務職員給与,11,⑨,100%,11,治水海岸事業工事諸費に係る短時間勤務職員給与。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の補助的・時限的業務を担う非常勤・短時間職員への給与（人件費按分：同項非人件費残存率100%）
国土交通省,治水海岸事業工事諸費,公務災害補償費,1,⑨,100%,1,治水海岸事業工事諸費に係る公務災害補償費。河川・海岸の治水工事管理（洪水・高潮の外部不経済を防止する工事管理コスト）の遂行に伴う経費
